,Unnamed: 0,id,message_body,Category,Sub-Category
437,567,69494,"Loved “If you need to Extend your current booking, need your booking history, or have Parkquility remember you as a user for next time for a seamless experience, please download our App here - https://app.parkquility.com”",Promotion,Extension
438,568,69771,No I'm parked there now,Location,Issue
439,570,70039,I already left,Departure,Issue
440,572,70835,I was actually in spot 27 and left at about 4:50 pm. There is now another car on spot 30.,Update,Update
441,573,71040,I only parked there for 50 minutes so hope I was only charged 1 hour,Inquiry,Payment
442,574,71778,You have wrong person,Error,Issue
443,575,71812,Delete my number,Request,NOMATCH
444,576,72292,"Dude, I drove away three hours ago. Stop texting me. ",Complaint,NOMATCH
445,577,72560,How do I add more time?,Inquiry,Payment
446,579,73181,Is there a way to switch the card the payment was on?,Inquiry,Payment
447,580,73183,I left the lot. Will I be refunded for time not used?,Inquiry,Refund
448,581,73242,How do I change plate number?,Inquiry,Update
449,582,73246,GF47LZ,Location,NOMATCH
450,583,73766,Add a few more hours,Inquiry,Extension
451,586,74061,Hi I would like to know why I got charged twice last nigh,Inquiry,Payment
452,587,74065,Oh wow I had done that by accident because they had put a boot on our vehicle so I was trying to figure out what was going,Inquiry,Issue
453,588,74143,I don't know how to add a plate number.  I am spot 07 LP 30DV248,Inquiry,Issue
454,589,74239,License number is NLS 5218,Inquiry,Location
455,590,74326,How do I remove my credit card information from the app,Inquiry,Payment
456,591,74523,Is it possible to speak to someone,Inquiry,NOMATCH
457,593,74525,I over $50 for a parking spot and someone else is in it,Complaint,Payment
458,594,74581,We  Left,Departure,NOMATCH
459,595,74694,312 BROADWAY,Location,Location
460,596,74890,I didn't park there,Inquiry,Issue
461,597,75059,Can you come and go?,Inquiry,Issue
462,599,75605,Need to cancel,Cancellation,Cancellation
463,600,75638,will cancel via credit card.,Cancellation,Cancellation
464,601,75733,Thought had to park but found we were just dropping somebody off at the post office,Inquiry,Location
465,602,76210,Somebody is now in there.,Location,NOMATCH
466,603,76212,Hello?,Inquiry,NOMATCH
467,606,76886,312 broadway,Location,Location
468,607,77227,Our stay doesn't end until tomorrow Jan 1st @ 10am,Inquiry,Reservation
469,609,77423,I left there hours ago,Inquiry,Issue
470,610,77427,Highway robbery 32.00 to park for 2 hours won't be back ever,Complaint,Issue
471,611,77428,150 dinner 56 drinks 32 parking what a ripoff,Complaint,NOMATCH
472,613,77586,We have left,Inquiry,NOMATCH
473,615,78131,Already removed,Resolution,Cancellation
474,617,79175,Hi. I need help.,Inquiry,NOMATCH
475,618,79275,I'm sorry what reservation?,Inquiry,Reservation
476,619,79795,Hamilton event was canceled. Leaving parking location now. Refund?,Inquiry,Refund
477,620,79803,Add more hours?,Inquiry,Issue
478,621,79960,We are in the line to get in to park. Right by c3 c4,Location,Location
479,622,80342,I accidentally did it for 13 hours I only need 3,Inquiry,Issue
480,626,81801,You have the wrong license plate number,Error,Issue
481,628,81825,I registered my spot with the wrong license plate number. I registered again with the correct number but paid twice. Can I be refunded for the first one?,Inquiry,Refund
482,631,82523,"N/p, I wouldn't mind being in Florida right now. 10 degrees up here sucks.",Miscellaneous,NOMATCH
483,633,83007,NMX5284,Inquiry,NOMATCH
484,634,83046,Pls call me urgently,Request,NOMATCH
485,635,83052,I was approached by the attendant and was told The application payment was not valid that I needed to pay him cash. I park there a lot I was never told that.  I explained and he understood I Think,Complaint,Payment
486,637,83396,Don't know how this is but please stop text me at 1 am in the morning,Complaint,NOMATCH
487,638,83733,Yes I've already left,Inquiry,Update
488,639,83921,I didnt see a spot number,Inquiry,Issue
489,640,83933,But I paid,Inquiry,Payment
490,641,83937,"Removed a laugh from “If you need to Extend your current booking, need your booking history, or have Parkquility remember you as a user for next time for a seamless experience, please download our App here - https://app.parkquility.com”",Instruction,Extension
491,642,84415,How do I pay,Inquiry,Payment
492,643,84716,Just now leaving,Location,NOMATCH
493,645,85209,How do I view my money transaction/ Receipt,Inquiry,Receipt
494,646,85659,Done. Just left,Confirmation,NOMATCH
495,647,85762,I actually parked in spot 2,Inquiry,Location
496,649,86302,Hi do i need to put something in my car,Inquiry,Location
497,650,86306,Or is already registered,Inquiry,NOMATCH
498,651,86906,I didn't stay it was too small of an area,Dispute,NOMATCH
499,654,86998,Refund,Request,Refund
500,655,87049,I want to pay for parking,Payment,Payment
501,656,87070,Hello,Greetings,NOMATCH
502,658,87639,Oh my mistake do I have to leave this parking lot then?,Inquiry,Issue
503,659,88062,I parked my car there this morning at 7 - don't you have a flat rate ??,Inquiry,Payment
504,660,88091,Yes and I got there at 7:30,Inquiry,NOMATCH
505,661,88095,It hasn't been 12 hours yet,Inquiry,NOMATCH
506,662,88101,I'm about to leave anyways,Inquiry,Issue
507,663,88112,I didn't pick the 10 hours that I remember,Inquiry,NOMATCH
508,664,88973,Sorry need to extend my stay an additioNOMATCHl 1.25 hrs,Inquiry,Extension
509,665,88978,Can you adjust and why was my rate today 1. 5 more than yesterday?,Inquiry,Payment
510,667,89166,It's been removed,Problem,Issue
511,668,89184,I'm at spot 54 i put 54,Inquiry,Location
512,671,90694,Please cancel,Request,Cancellation
513,672,90699,Wrong building,Error,Location
514,673,90750,Need to extend,Inquiry,Extension
515,674,90756,App not allowing for extension. Please help,Inquiry,Issue
516,675,90760,Please help,Inquiry,NOMATCH
517,677,90812,"(I’m not receiving notifications. If this is urgent, reply “urgent” to send a notification through with your origiNOMATCHl message.)",Inquiry,Issue
518,678,90916,I was going to a concert at room 3210 in Chapman Hall. I arrived in the parking lot to the left of the School and when I went in they said it was in a building like 5 blocks away so I went to a building by McdoNOMATCHlds and parked there. It was for a concert of my student that goes to New World.,Complaint,Location
519,679,90992,Way too expensive for the time parked.,Complaint,Issue
520,680,91095,Thanks. My vehicle is new and has temporary tag. I put that license plate #. The front has a Dealer plate.,Clarification,Update
521,681,91098,Plate #39657F2,Identification,Location
522,682,91605,"I need to update parking spot to 22, I pulled out and another car parked my reserved spot.",Inquiry,Update
523,683,91636,I am leaving the spot early 3:05 PM.  Can credit be applied toward a future reservation.? Thank you.,Inquiry,Extension
524,684,91644,"I did, paid additioNOMATCHl 16",Inquiry,Payment
525,685,91652,"Can I do a month reservation.. if so, 6 months",Inquiry,Reservation
526,686,91727,"I used the wrong card, can i cancel to charge the right car?",Inquiry,Cancellation
527,687,91732,"Also my car is new, front license plate is a Toyota of Boerne paper plate, back license plate has details ",Information,Issue
528,688,92200,3rd floor parking,Location,Location
529,689,92203,Opposite 1900 parking,Location,Location
530,690,92950,I don't know what this is about.,Inquiry,NOMATCH
531,691,93029,I did not reserve this,Inquiry,Cancellation
532,692,93040,End my reservation,Cancellation,Cancellation
533,693,93045,Support,Inquiry,Issue
534,695,93057,I could not read the number on the spot but is was sequential in order next to 34 and 35,Inquiry,Issue
535,696,93063,customer service,Inquiry,NOMATCH
536,697,93068,representative,Error,NOMATCH
537,698,93077,contact,Inquiry,NOMATCH
538,701,93108,cancel,Request,Cancellation
539,702,93113,information,Inquiry,NOMATCH
540,706,94861,Parking,Inquiry,Location
541,708,94907,The app is not working it's not letting me pay to add more time,Issue,Issue
542,709,94911,Would you mind adding time for us if you have access ?4 hours,Request,Extension
543,710,94924,"If it's the same price for 5 hours , then I'd like 5 hours",Inquiry,Payment
544,712,94933,I'd like to add 4 hours,Inquiry,Extension
545,713,95600,My truck was broken into between noon and 3pm today. I filed a police report. Do you have video surveillance?,Complaint,Issue
546,714,97055,We left since 10 pm last night,Inquiry,Update
547,715,97306,I removed my car from the spot 40min ago. Thank you,Update,NOMATCH
548,716,97457,Do I need to let you know?,Inquiry,Extension
549,717,97462,Already left.,Notification,NOMATCH
550,718,97521,"I'll be disputing both bullshit charges with my bank since your site gave me an error message then ""reserves"" my spot 30 minutes later.",Complaint,Dispute
551,719,97575,My plate is not right,Inquiry,Issue
552,720,97962,I left. I'm no longer there.,Inquiry,NOMATCH
553,722,98105,Please cancel all three requests as I did not park there.,Complaint,Cancellation
554,723,98159,I did not park there,Inquiry,Issue
555,724,98253,I'm gone for the last 9hrs,Inquiry,NOMATCH
556,726,98752,You have the wrong number. I've never been downtown.,Dispute,NOMATCH
557,727,98801,Hello I was charged twice for parking in San Antonio on Sunday 2/20. I need to have the second charge refunded. Thank you.,Inquiry,Refund
558,729,99468,"Good morning, i'm following up to find out if you resolved the double charges for parking to my credit card. Thank you.",Inquiry,Payment
559,731,99683,I left long time ago,Closure,Issue
560,733,99918,"Yes, the system charged me 3 times. ",Complaint,Payment
561,734,99950,Someone park in my space,Complaint,Issue
562,737,100288,Left yesterday Sandra Redwine,Inquiry,NOMATCH
563,738,100294,I needed to move my car so I need to cancel my reservation,Cancellation,Cancellation
564,740,100456,Too late.,Inquiry,NOMATCH
565,742,101066,I checked out but don't know if I was suppose to wit until I left. Can you help?,Inquiry,Reservation
566,743,101072,Do I need to restart the timer and pay all over?,Inquiry,Payment
567,744,101079,It says from 9:09pm to 9:13pm but I needed spot for 2:30 hours.,Inquiry,Issue
568,745,101087,Is anyone on sight? My buddy also needed help with his parking.,Inquiry,Location
569,746,101451,How to check out,Inquiry,Reservation
570,747,101827,I booked spot 37 earlier today but the employee told me to park somewhere else when I got there so I'm not parked in a spot with a number,Inquiry,Update
571,748,101833,"But I paid, the license plate is correct and I parked in the correct lot ",Issue,Issue
572,750,103080,I only used 15 min can I get reimbursed the difference ?,Inquiry,Refund
573,751,104301,Hi the spot is right but when I checked the address it says 309  instead of 305. Just want to make sure that's okay! I think it's part of the same parking lot?,Inquiry,Location
574,755,104440,Yes he actually calls himself BD because he likes Big Dudes,Miscellaneous,NOMATCH
575,757,105127,Do i need to check out,Inquiry,Reservation
576,758,105133,Or will it automatically cancel?,Inquiry,Cancellation
577,759,105282,We left at 4:30pm on March 4. Forgot to text when we left.,Apology,Update
578,760,105315,It has been removed,Cancellation,Issue
579,762,105494,What's up?,Inquiry,NOMATCH
580,763,105506,My phone is silenced and I'm up front of the entire venture,Location,NOMATCH
581,764,105508,IndiaNOMATCH Jones meets hitler style,Miscellaneous,NOMATCH
582,765,105519,I won't,Decline,NOMATCH
583,766,105582,Your system does not work,Error,Issue
584,768,105894,Can you check on my car?,Inquiry,Issue
585,769,106014,No thank you,Decline,NOMATCH
586,771,106748,312 Broadway,Location,Location
587,772,106806,🤪🤪🤪 I love you my sugar baby 😉,Miscellaneous,NOMATCH
588,773,107018,Not actually in spot 3. There are no numbers on these spots.,Inquiry,NOMATCH
589,774,107511,Please remove my information from your systems,Request,Cancellation
590,775,107519,We left,Cancellation,NOMATCH
591,776,107841,Done leaving spot,Inquiry,NOMATCH
592,777,108212,I'm on spot #02 not #01,Inquiry,Update
593,779,108274,But it was after my expired time. My phone died and I didn't get the reminder until I got it charged,Extension,Issue
594,780,108277,I extended my parking,Update,Extension
595,781,108641,Is my car still book for the spot,Inquiry,Reservation
596,782,108654,I paid twice,Inquiry,Payment
597,783,108662,Can I refund the first one I don't know why it canceled,Inquiry,Cancellation
598,784,109292,I payed for three hours used one hour.,Refund,Payment
599,785,109987,How do you know if my vehicle is removed?,Inquiry,Issue
600,787,110459,I would like to reserve another spot please,Inquiry,Reservation
601,788,110790,What license plate did i use?,Inquiry,Update
602,789,111602,I did not park afterall,Cancellation,Cancellation
603,790,111642,It's already gone,Inquiry,NOMATCH
604,791,111886,Hay uNOMATCH sombra en mi ojo,Error,NOMATCH
605,792,112920,Sorry. It actually says 53. I thought it said 52. Is that okay?,Inquiry,Payment
606,793,113075,Refund for amount of time,Inquiry,Refund
607,798,114523,We left already,Departure,Cancellation
608,800,115878,I left 3 hour age,Inquiry,NOMATCH
609,801,116394,Can I extend out time.,Inquiry,Extension
610,802,116402,The app has a bug and I can't do it through the app.,Inquiry,Issue
611,803,116408,Can we extend our time?,Inquiry,Extension
612,804,116415,We Paid $32 for up to 12 hours,Inquiry,Payment
613,805,116423,It does this and then disappears,Error,NOMATCH
614,806,116430,Says their is a bug in the app,Error,Issue
615,807,116436,I've tried deleting and re downloading and it's not working,Issue,Issue
616,808,116444,For 1 more hour,Inquiry,Extension
617,809,116450,3:53pm? What is the fee?,Inquiry,Payment
618,811,116572,I at home,Location,NOMATCH
619,812,116602,I am out,Location,NOMATCH
620,813,116779,Spot 104,Location,Location
621,814,116788,App has a bug and no longer functions.,Error,Issue
622,815,116844,Strawberries  Tortilla Chicken 7 steak Tomatoes  Veggies? Garlic Maseca  Tacos,Order,NOMATCH
623,816,116898,Its spot 23. Argh,Inquiry,Location
624,817,117357,I have already left 👍,Confirmation,NOMATCH
